PharmGKB Accession Id	Name	Generic Names	Trade Names	Brand Mixtures	Type	Cross-references	SMILES	External Vocabulary
PA451057	potassium gluconate				Drug/Small Molecule			ATC:A12BA(Potassium)
PA451060	potassium iodide		ThyroShield		Drug/Small Molecule		[K+].[I-]	ATC:V03AB(Antidotes)
PA451071	potassium phosphate, incl. comb. with other potassium salts				Drug/Small Molecule			ATC:B05XA(Electrolyte solutions)
PA451089	pravastatin	Pravastatin Sodium,Pravastatina [Spanish],Pravastatine [French],Pravastatinum [Latin]	Compactin,Elisor,Lipostat,Mevalotin,Mevastatin,Mevinolin,Oliprevin,Pravachol,Pravaselect,Selectin,Selipran,Vasten		Drug/Small Molecule	TTD:DAP000550,bindingDb:20688,chemSpider:49398,dpd:2247008,drugBank:DB00175,keggCompound:C01844,ndc:0003-5154-05,pubChemCompound:54687,pubChemSubstance:192211,pubChemSubstance:46504851,url:http://en.wikipedia.org/wiki/Pravastatin	CC[C@H](C)C(=O)O[C@H]1C[C@@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@H](CC(CC(=O)O)O)O)O	ATC:C10AA(HMG CoA reductase inhibitors)
PA451093	prazosin	Prazocin,Prazosin HCl,Prazosin Hydrochloride,Prazosina [INN-Spanish],Prazosine [INN-French],Prazosinum [INN-Latin]	Furazosin,Lentopres,Minipress,Minipress Xl,Vasoflex		Drug/Small Molecule	TTD:DAP000300,bindingDb:29568,chebi:8364,chemSpider:4724,dpd:1910302,drugBank:DB00457,iupharLigand:503,keggCompound:C07368,ndc:0069-4310-71,pubChemCompound:4893,pubChemSubstance:46508594,pubChemSubstance:9572,url:http://en.wikipedia.org/wiki/Prazosin	COc1cc2c(cc1OC)nc(nc2N)N3CCN(CC3)C(=O)c4ccco4	ATC:C02CA(Alpha-adrenoreceptor antagonists)
PA451096	prednisolone	Deltahydrocortisone,Methylprednisolone Acetate,PRDL,Predisolone Sodium Phosphate,Prednisolona [INN-Spanish],Prednisolone Acetate,Prednisolone Sodium Phosphate,Prednisolone Tebutate,Prednisolonum [INN-Latin]	Ak-Pred,Ak-Tate,Alphadrol,Articulose-50,Co-Hydeltra,Codelcortone,Cordrol,Cortalone,Cotogesic,Cotolone,Decaprednil,Decortin H,Delcortol,Delta F,Delta-Cortef,Delta-Stab,Deltacortenol,Deltacortril,Deltacortril Enteric,Deltasolone,Deltisilone,Depo-Medrol,Derpo Pd,Dexa-Cortidelt Hostacortin H,Di-Adreson F,Dicortol,Donisolone,Dydeltrone,Eazolin D,Econopred,Econopred Plus,Erbacort,Erbasona,Estilsona,Fernisolone,Fernisolone P,Fernisolone-P,Flamasone,Hostacortin H,Hydeltra,Hydeltra-Tba,Hydeltrasol,Hydeltrone,Hydrodeltalone,Hydrodeltisone,Hydroretrocortin,Hydroretrocortine,I-Pred,Inflamase Forte,Inflamase Mild,Key-Pred,Klismacort,Lentosone,Lite Pred,M-Predrol,Medrol,Medrol Acetate,Metacortandralone,Meti-Derm,Meticortelone,Metreton,Nisolone,Nor-Pred T.B.A.,Ocu-Pred,Ocu-Pred Forte,Ophtho-Tate,Orapred,Panafcortelone,Paracortol,Paracotol,Pediapred,Precortalon,Precortancyl,Precortilon,Precortisyl,Pred Forte,Pred Mild,Predair,Predair A,Predair Forte,Predalone 50,Predalone T.B.A.,Predate Tba,Predate-50,Predcor-25,Predcor-50,Predcor-Tba,Predne-Dome,Prednelan,Predni-Dome,Prednicen,Predniliderm,Predniretard,Prednis,Predonin,Predonine,Prelone,Prenolone,Rolisone,Scherisolon,Solone,Steran,Sterane,Sterolone,Supercortisol,Ulacort,Ultra Pred,Ultracorten H,Ultracortene H,Ultracortene-H,Ultracortene-Hydrogen	"Ak Cide Oph Soln (Prednisolone Acetate + Sulfacetamide Sodium)","Blephamide Oph Ont (Prednisolone Acetate + Sulfacetamide Sodium)","Blephamide Opht Suspension (Prednisolone Acetate + Sulfacetamide Sodium)","Canaural (Diethanolamine Fusidate + Framycetin Sulfate + Nystatin + Prednisolone)","Chlorasone (Chloramphenicol + Prednisolone Acetate)","Delta-Albaplex Tablets (Novobiocin (Novobiocin Sodium) + Prednisolone + Tetracycline Hydrochloride)","Dioptimyd Ointment (Prednisolone Acetate + Sulfacetamide Sodium)","Dioptimyd Suspension (Prednisolone Acetate + Sulfacetamide Sodium)","Liquichlor (Chloramphenicol + Prednisolone + Squalane + Tetracaine)","Metimyd Oph Sus (Prednisolone Acetate + Sulfacetamide Sodium)","Optisone (Neomycin + Prednisolone)","Pred C Tab (Aluminum Hydroxide + Prednisolone + Salicylamide + Vitamin C)","Prednisize Solution (Camphor + Chlorophenol + Cresyl Acetate + Prednisolone)","Quiex-Pred Sus (Aminophylline + Guaifenesin + Prednisolone)","Surolan Drops (Miconazole Nitrate + Polymyxin B Sulfate + Prednisolone Acetate)","Vanectyl-P Tablets (Prednisolone + Trimeprazine Tartrate)","Vasocidin Ophthalmic Solution (Prednisolone Sodium Phosphate + Sulfacetamide Sodium)",	Drug/Small Molecule	TTD:DAP000419,bindingDb:19190,chebi:8378,chemSpider:5552,dpd:2245532,drugBank:DB00860,keggCompound:C07369,keggDrug:D00472,ndc:0121-0687-05,pubChemCompound:5755,pubChemSubstance:148534,pubChemSubstance:46504847,url:http://en.wikipedia.org/wiki/Prednisolone	C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O	ATC:A07EA(Corticosteroids acting locally),ATC:C05AA(Corticosteroids),ATC:D07AA(Corticosteroids, weak (group I)),ATC:D07AC(Corticosteroids, potent (group III)),ATC:D07XA(Corticosteroids, weak, other combinations),ATC:D10AA(Corticosteroids, combinations for treatment of acne),ATC:H02AB(Glucocorticoids),ATC:R01AD(Corticosteroids),ATC:S01BA(Corticosteroids, plain),ATC:S01CB(Corticosteroids/antiinfectives/mydriatics in combination),ATC:S02BA(Corticosteroids),ATC:S03BA(Corticosteroids)
PA451100	prednisone	Dehydrocortisone,PRD,Prednisona [INN-Spanish],Prednisonum [INN-Latin]	Adasone,Ancortone,Apo-prednisone,Betapar,Bicortone,Cartancyl,Colisone,Cortan,Cortancyl,Cortidelt,Cotone,Dacorten,Dacortin,Decortancyl,Decortin,Decortisyl,Dekortin,Delcortin,Dellacort,Dellacort A,Delta Cortelan,Delta E,Delta-cortelan,Delta-cortisone,Delta-cortone,Delta-dome,Deltacortene,Deltacortisone,Deltacortone,Deltasone,Deltison,Deltisona,Deltisone,Deltra,Di-Adreson,Diadreson,Econosone,Encorton,Encortone,Enkorton,Fernisone,Fiasone,Hostacortin,In-Sone,Incocortyl,Juvason,Lisacort,Me-Korti,Metacortandracin,Meticorten,Nisona,Nizon,Novoprednisone,Nurison,Orasone,Origen Prednisone,Panafcort,Panasol,Paracort,Parmenison,Pehacort,Precort,Predeltin,Prednicen-M,Prednicorm,Prednicort,Prednicot,Prednidib,Prednilonga,Prednison,Prednisone Intensol,Prednitone,Prednizon,Prednovister,Presone,Pronison,Rectodelt,Retrocortine,Servisone,Sone,Sterapred,Supercortil,Ultracorten,Ultracortene,Winpred,Wojtab,Zenadrid	"Cortab (Biotin + Chlorpheniramine Maleate + D-Pantothenic Acid + Inositol + Nicotinic Acid + Prednisone + Pyridoxine Hydrochloride + Thiamine Mononitrate + Vitamin a + Vitamin B2 + Vitamin D + Vitamin E (Dl-Alpha Tocopheryl Acetate))","Metreton Tab (Chlorpheniramine Maleate + Prednisone + Vitamin C)","Predniderm Tab (Inositol + Pheniramine Maleate + Phosphatidyl Choline + Prednisone + Vitamin a + Vitamin D2 + Vitamin E)","Sterolin Liq (Biotin + Fatty Acids Unsaturated + Inositol + Nicotinic Acid + Pheniramine Maleate + Phosphatidyl Choline + Prednisone + Vitamin a Palmitate + Vitamin B2 + Vitamin D2 + Vitamin E)",	Drug/Small Molecule	TTD:DAP001041,chebi:8382,chemSpider:5656,dpd:868426,drugBank:DB00635,keggCompound:C07370,ndc:0054-8739-25,pubChemCompound:5865,pubChemSubstance:148670,pubChemSubstance:46508166,url:http://en.wikipedia.org/wiki/Prednisone	C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C	ATC:A07EA(Corticosteroids acting locally),ATC:H02AB(Glucocorticoids)
PA451101	prilocaine		Astra 1512,Astra 1515,Citanest,Citanest Plain,Propitocaine		Drug/Small Molecule	TTD:DAP000511,bindingDb:50017654,chebi:8404,chemSpider:4737,dpd:519235,drugBank:DB00750,keggCompound:C07531,keggDrug:D00553,ndc:66312-520-14,pubChemCompound:4906,pubChemSubstance:46505066,pubChemSubstance:9734,url:http://en.wikipedia.org/wiki/Prilocaine	CCCNC(C)C(=O)Nc1ccccc1C	ATC:N01BB(Amides)
PA451103	primaquine		Neo-Quipenyl,Primachin		Drug/Small Molecule	TTD:DAP000216,bindingDb:50203193,chebi:8405,chemSpider:4739,dpd:2017776,drugBank:DB01087,keggCompound:C07627,pubChemCompound:4908,pubChemSubstance:46508222,pubChemSubstance:9829,url:http://en.wikipedia.org/wiki/Primaquine	CC(CCCN)Nc1cc(cc2c1nccc2)OC	ATC:P01BA(Aminoquinolines)
PA451105	primidone		Apo-Primidone,Cyral,Desoxyphenobarbitone,Hexadiona,Hexamidine,Lepimidin,Lepsiral,Liskantin,Majsolin,Medi-Pets,Midone,Milepsin,Misodine,Misolyne,Mizodin,Mizolin,Myidone,Mylepsin,Mylepsinum,Mysedon,Mysoline,Neurosyn,Pms Primidone,Prilepsin,Primacione,Primaclone,Primacone,Primakton,Primidon,Primidone Methanol Solution,Primoline,Prysoline,Pyrimidone "Medi-Pets",Pyrimidone Medi-Pets,Resimatil,Sertan		Drug/Small Molecule	TTD:DAP000678,chemSpider:4740,dpd:396761,drugBank:DB00794,keggCompound:C07371,keggDrug:D00474,ndc:0527-1301-01,pubChemCompound:4909,pubChemSubstance:173378,pubChemSubstance:46507775,url:http://en.wikipedia.org/wiki/Primidone	CCC1(C(=O)NCNC1=O)c2ccccc2	ATC:N03AA(Barbiturates and derivatives)
PA451106	probenecid	probenicid	Apurina,Benecid,Benemid,Benuryl,Col-Probenecid,Colbenemid,Polycillin-PRB,Probalan,Probampacin,Probecid,Proben,Proben-C,Probenecid Acid,Probenemid,Probexin,Prolongine,Synergid R,Tubophan,Uricosid		Drug/Small Molecule	TTD:DAP001292,chemSpider:4742,dpd:294926,drugBank:DB01032,keggCompound:C07372,keggDrug:D00475,ndc:0378-0156-01,pubChemCompound:4911,pubChemSubstance:46506554,pubChemSubstance:9576,url:http://en.wikipedia.org/wiki/Probenecid	CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)O	ATC:M04AB(Preparations increasing uric acid excretion)
PA451107	probucol	4,4'- (Isopropylidenedithio)bis(2, 6-di-tert-butylphenol),4,4'-(Isopropylidenedithio)bis(2, 6-di-tert-butylphenol),4,4'-(Isopropylidenedithio)bis(2,6-di-tert-butylphenol),4,4'-(Isopropylidenedithio)bis[2, 6-di-tert-butylphenol],Acetone bis(3,5-di-tert-butyl-4-hydroxyphenyl) mercaptole,Acetone, bis (3,5-di-tert-butyl-4-hydroxyphenyl) mercaptole,Acetone, bis(3,5-di-tert-butyl-4-hydroxyphenyl) mercaptole,Probucolum [inn-latin]	Biphenabid,Bisbid,Bisphenabid,Lesterol,Lorelco,Lursell,Lurselle,Panavir,Sinlestal		Drug/Small Molecule	TTD:DAP000916,bindingDb:50007260,chemSpider:4743,dpd:2091909,drugBank:DB01599,keggCompound:C07373,keggDrug:D00476,pubChemCompound:4912,pubChemSubstance:10321432,pubChemSubstance:46508876,url:http://en.wikipedia.org/wiki/Probucol		ATC:C10AX(Other lipid modifying agents)
PA451108	procainamide		Biocoryl,Novocainamid,Novocainamide,Novocaine Amide,Novocamid,Procainamide Hcl,Procaine Amide,Procamide,Procan,Procan Sr,Procanbid,Procapan,Promine,Pronestyl,Pronestyl-Sr		Drug/Small Molecule	TTD:DAP000516,chebi:8428,chemSpider:4744,dpd:713341,drugBank:DB01035,keggCompound:C07401,ndc:0003-0758-50,pubChemCompound:4913,pubChemSubstance:46507313,pubChemSubstance:9605,url:http://en.wikipedia.org/wiki/Procainamide	CCN(CC)CCNC(=O)c1ccc(cc1)N	ATC:C01BA(Antiarrhythmics, class Ia)
PA451110	procaine	procaine HCl	Allocaine,Anticort,Chloroprocaine Hcl,Diethylaminoethyl P-Aminobenzoate,Duracaine,Duracillin A.S.,Gerovital,Gerovital H-3,Jenacain,Jenacaine,Neocaine,Nesacaine,Nissocaine,Norocaine,Novocain,Novocaine,P-Aminobenzoyldiethylaminoethanol,Penicillin G Procaine,Pfizerpen-As,Procain,Procaine Hcl,Procaine Hydrochloride,Procaine, Base,Scurocaine,Spinocaine,Vitamin H3		Drug/Small Molecule	TTD:DAP000296,chebi:8430,chemSpider:4745,dpd:2241979,drugBank:DB00721,keggCompound:C07375,ndc:61570-085-10,pubChemCompound:4914,pubChemSubstance:46507724,pubChemSubstance:9579,url:http://en.wikipedia.org/wiki/Procaine	CCN(CC)CCOC(=O)c1ccc(cc1)N	ATC:C01BA(Antiarrhythmics, class Ia),ATC:C05AD(Local anesthetics),ATC:D04AB(Anesthetics for topical use),ATC:J01CE(Beta-lactamase sensitive penicillins),ATC:N01BA(Esters of aminobenzoic acid),ATC:S01HA(Local anesthetics)
PA451112	procarbazine	IBZ,Ibenzmethyzin,Ibenzmethyzine,Ibenzmethyzine hydrochloride,MBH,MIH,MIH Hydrochloride,PCB,PCB hydrochloride,PCX,Procarbazin,Procarbazin [German],Procarbazina [INN-Spanish],Procarbazine hydrochloride,Procarbazinum [INN-Latin]	Matulane,Nathulane,Natulan,Natulan hydrochloride,Natulanar,Natunalar		Drug/Small Molecule	TTD:DAP000986,chemSpider:4746,dpd:12750,drugBank:DB01168,keggCompound:C07402,keggDrug:D00478,pubChemCompound:4915,pubChemSubstance:46507706,pubChemSubstance:9606,url:http://en.wikipedia.org/wiki/Procarbazine	CC(C)NC(=O)c1ccc(cc1)CNNC	ATC:L01XB(Methylhydrazines)
PA451114	prochlorperazine	Chlormeprazine,Chlorperazine,Prochloroperazine,Prochlorpemazine,Prochlorperazin,Prochlorperazine edisylate,Prochlorperazine maleate,Prochlorpromazine,Procloperazine,Proclorperazine	Bayer A 173,Buccastem,Capazine,Combid,Compazine,Compro,Emelent,Emetiral,Eskatrol,Kronocin,Meterazin,Meterazin Maleate,Meterazine,Nipodal,Novamin,Pasotomin,Stemetil,Tementil,Temetid,Vertigon		Drug/Small Molecule	TTD:DAP000373,chebi:8435,chemSpider:4748,dpd:753637,drugBank:DB00433,keggCompound:C07403,keggDrug:D00493,ndc:0574-7226-12,pubChemCompound:4917,pubChemSubstance:46509018,pubChemSubstance:7847559,url:http://en.wikipedia.org/wiki/Prochlorperazine	CN1CCN(CC1)CCCN2c3ccccc3Sc4c2cc(cc4)Cl	ATC:N05AB(Phenothiazines with piperazine structure)
PA451123	progesterone	Corpus Luteum Hormone,Progesterona [INN-Spanish],Progesteronum,Progesteronum [INN-Latin]	Agolutin,Amen,Bio-Luton,Colprosterone,Corlutin,Corlutina,Corluvite,Corporin,Crinone,Curretab,Cyclogest,Cyclogesterin,Cycrin,Delalutin,Flavolutan,Fologenon,Gesterol,Gesterol 100,Gesterol 50,Gestiron,Gestone,Gestormone,Gestron,Glanducorpin,Gynlutin,Gynoluton,Gynolutone,Hormoflaveine,Hormoluton,Lingusorbs,Lipo-Lutin,Lucorteum,Lucorteum Sol,Luteal Hormone,Luteinique,Luteocrin Normale,Luteodyn,Luteogan,Luteohormone,Luteol,Luteopur,Luteosan,Luteostab,Luteovis,Lutex,Lutidon,Lutin,Lutociclina,Lutocuclin M,Lutocyclin,Lutocyclin M,Lutocylin,Lutocylol,Lutoform,Lutogyl,Lutren,Lutromone,Membrettes,Methylpregnone,Nalutron,Percutacrine,Percutacrine Luteinique,Piaponon,Pranone,Pregnenedione,Primolut,Prochieve,Progekan,Progestasert,Progesterol,Progestin,Progestogel,Progestol,Progeston,Progestone,Progestosol,Progestron,Progestronol,Projestaject,Prolets,Prolidon,Prolutin,Proluton,Prolutone,Prometrium,Protormone,Syngesterone,Syngestrets,Syntolutan,Thiuram E,Thiuranide,Utrogestan	"Calf-Oid Implant (Estradiol Benzoate + Progesterone)","Component E-C Implants (Estradiol Benzoate + Progesterone)","Component E-S Implants (Estradiol Benzoate + Progesterone)","Component E-S Implants with Tylan (Estradiol Benzoate + Progesterone + Tylosin Tartrate)","Synovex C (Estradiol Benzoate + Progesterone)","Synovex S (Estradiol Benzoate + Progesterone)",	Drug/Small Molecule	HET:1CA,TTD:DAP000549,chebi:17026,chemSpider:5773,dpd:2240605,drugBank:DB00396,iupharLigand:2377,keggCompound:C00410,keggDrug:D00066,ndc:0591-3128-79,pdb:1CA,pubChemCompound:5994,pubChemSubstance:148842,pubChemSubstance:46508968,url:http://en.wikipedia.org/wiki/Progesterone	CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C	ATC:G03AC(Progestogens),ATC:G03DA(Pregnen (4) derivatives),ATC:L02AB(Progestogens),MeSH:C003549(dacuronium),MeSH:C030228(11-hydroxyprogesterone),MeSH:C102825(motexafin lutetium),MeSH:C400424(Crinone),MeSH:C485330(4-pregnene-3,20-dione)
PA451124	proguanil		Chloroguanide,Paludrine		Drug/Small Molecule	TTD:DAP000634,chebi:8455,chemSpider:4754,dpd:2043068,drugBank:DB01131,keggCompound:C07631,pubChemCompound:4923,pubChemCompound:6178111,pubChemSubstance:46506228,pubChemSubstance:9833,url:http://en.wikipedia.org/wiki/Proguanil	CC(C)/N=C(\N)/N=C(\N)/Nc1ccc(cc1)Cl	ATC:P01BB(Biguanides)
PA451125	l-proline	(-)-2-Pyrrolidinecarboxylic acid,(-)-Proline,(S)-2-Carboxypyrrolidine,(S)-2-Pyrrolidinecarboxylic acid,(S)-Proline,2-Pyrrolidinecarboxylic acid			Drug/Small Molecule	HET:PRO,TTD:DAP000198,chebi:17203,chemSpider:128566,drugBank:DB00172,keggCompound:C00148,keggDrug:D00035,pdb:PRO,pubChemCompound:145742,pubChemSubstance:3448,pubChemSubstance:46506858,url:http://en.wikipedia.org/wiki/L-Proline		
PA451126	promazine	CPZ,Chlorpromazine Hcl,Phenothiazine,Promazin,Promazina,Promazine Hcl	AB,Aminazin,Aminazine,Ampazine,Ampliactil,Amplictil,Berophen,Chlor-Promanyl,Chlordelazin,Chlorderazin,Chlorpromados,Chlorpromazine Hcl Intensol,Chlropromados,Combelen,Contomin,Elmarin,Esmind,Esparin,Fenactil,Fenaktyl,Fraction,Largactil,Largactilothiazine,Largactyl,Liranol,Megaphen,Neo-Hibernex,Novomazina,Phenactyl,Prazin,Prazine,Proma,Promactil,Promapar,Promazil,Promwill,Propaphenin,Protactyl,Prozil,Psychozine,Romtiazin,Sanopron,Sinophenin,Sonazine,Sparine,Thorazine,Torazina,Verophen,Vesprin,Wintermin		Drug/Small Molecule	TTD:DAP000430,chebi:8459,chemSpider:4757,dpd:497509,drugBank:DB00420,keggCompound:C07379,keggDrug:D08430,pubChemCompound:4926,pubChemSubstance:46504504,pubChemSubstance:9583,url:http://en.wikipedia.org/wiki/Promazine	CN(C)CCCN1c2ccccc2Sc3c1cccc3	ATC:N05AA(Phenothiazines with aliphatic side-chain),MeSH:C031637(phenothiazine)
PA451128	promethazine	Isopromethazine,Lilly 1516,Proazaimine,Proazamine,Promazinamide,Promethazin,Promethazine Hcl,Promethiazine,Promezathine,Prothazin,Prothazine,prometazine	Allergan,Aprobit,Avomine,Dimapp,Diphergan,Diprazine,Diprozin,Dorme,Duplamin,Fargan,Fellozine,Fenazil,Fenergan,Fenetazina,Genphen,Hiberna,Histargan,Iergigan,Isophenergan,Lercigan,Lergigan,Mymethazine Fortis,Phargan,Phenargan,Phencen,Phenergan,Phenergan Fortis,Phensedyl,Pilpophen,Pipolphen,Procit,Prometasin,Prometazin,Prometh Fortis,Prometh Plain,Promethacon,Promethaine,Promethegan,Prorex,Protazine,Provigan,Pyrethia,Pyrethiazine,Remsed,Romergan,Synalgos,Tanidil,Thiergan,Valergine,Vallergine,Zipan-25	"Phenergan VC Expectorant Syrup (Phenylephrine hydrochloride + Potassium guaiacol sulphonate + Promethazine hydrochloride)",	Drug/Small Molecule	TTD:DAP000334,chebi:8461,chemSpider:4758,dpd:583979,drugBank:DB01069,keggCompound:C07404,keggDrug:D00494,ndc:0143-9869-22,pubChemCompound:4927,pubChemSubstance:46507798,pubChemSubstance:7847560,url:http://en.wikipedia.org/wiki/Promethazine	CC(CN1c2ccccc2SC3C1C=CC=C3)N(C)C	ATC:D04AA(Antihistamines for topical use),ATC:R06AD(Phenothiazine derivatives)
PA451131	propafenone	Propafenona [INN-Spanish],Propafenone HCl,Propafenone hydrochloride,Propafenone-HCl,Propafenonum [INN-Latin]	Rythmol,Rythmol SR		Drug/Small Molecule	TTD:DAP000497,bindingDb:50067133,chemSpider:4763,dpd:2243728,drugBank:DB01182,iupharLigand:2561,keggCompound:C07381,ndc:0173-0786-01,pubChemCompound:4932,pubChemSubstance:181774,pubChemSubstance:46504529,url:http://en.wikipedia.org/wiki/Propafenone		ATC:C01BC(Antiarrhythmics, class Ic)
PA451140	propionic acid derivatives				Drug Class			ATC:M01AE(Propionic acid derivatives)
PA451141	propofol	2,6-Diisopropylphenol,Diisopropylphenol,propofol	Diprivan,Disoprivan,Disoprofol,Rapinovet		Drug/Small Molecule	HET:PFL,TTD:DAP000662,chebi:8495,chemSpider:4774,dpd:2242973,drugBank:DB00818,keggCompound:C07523,keggDrug:D00549,ndc:0409-4699-30,pdb:PFL,pubChemCompound:4943,pubChemSubstance:46504991,pubChemSubstance:9726,url:http://en.wikipedia.org/wiki/Propofol	CC(C)c1cccc(c1O)C(C)C	ATC:N01AX(Other general anesthetics)
PA451142	propoxyphene	D-Propoxyphene,Dextropropoxyphene,Dextropropoxyphene-M,Dextroproxifeno,Propoxyphene HCl	Algafan,Antalvic,Darvon,Darvon-N,Deprancol,Depromic,Dolene,Dolocap,Doloxen,Doloxene,Erantin,Femadol,Harmar,Kesso-Gesic,Propacet,Prophene 65,Propoxychel,Propoxyphene HCl 65,Proxagesic		Drug/Small Molecule	TTD:DAP000017,chebi:8497,drugBank:DB00647,keggCompound:C07406,ndc:0378-7065-01,pubChemCompound:15330,pubChemSubstance:9610,url:http://en.wikipedia.org/wiki/Propoxyphene	CCC(=O)OC(Cc1ccccc1)(c2ccccc2)C(C)CN(C)C	ATC:N02AC(Diphenylpropylamine derivatives)
PA451145	propranolol	Dl-Propranolol Hydrochloride,Propanalol,Propanolol,Propranalol,Propranolol Hcl,Propranolol Hydrochloride,R,S-Propranolol Hydrochloride,propranolol	Angilol,Apsolol,Avlocardyl,Bedranol,Beprane,Berkolol,Beta-Neg,Beta-Propranolol,Beta-Tablinen,Beta-Timelets,Betachron,Betalong,Cardinol,Caridolol,Corpendol,Deralin,Dociton,Duranol,Efektolol,Elbrol,Etalong,Euprovasin,Frekven,Inderal,Inderal La,Inderide,Indobloc,Innopran XL,Intermigran,Kemi S,Migrastat,Obsidan,Oposim,Prano-Puren,Propanix,Prophylux,Propranolol Hcl Intensol,Propranur,Proprasylyt,Pylapron,Rapynogen,Reducor,Reducor Line,Sagittol,Servanolol,Sloprolol,Sumial,Tesnol		Drug/Small Molecule	TTD:DAP000089,bindingDb:25761,chebi:8499,chemSpider:4777,dpd:663719,drugBank:DB00571,iupharLigand:564,iupharLigand:63,keggCompound:C07407,ndc:65726-251-10,pubChemCompound:4946,pubChemSubstance:153977,pubChemSubstance:46505387,url:http://en.wikipedia.org/wiki/Propranolol	CC(C)NCC(COc1cccc2c1cccc2)O	ATC:C07AA(Beta blocking agents, non-selective),MeSH:C045321(Inderex)
PA451156	propylthiouracil	PTU,Procasil,Propacil,Propilthiouracil,Propycil,Propyl-Thiorist,Propyl-Thiorit,Propyl-Thyracil,Propylthiorit,Propythiouracil,Prothiucil,Prothiurone,Prothycil,Prothyran,Protiural,Thiuragyl	Thyreostat II		Drug/Small Molecule	TTD:DAP001247,chebi:8502,chemSpider:571424,dpd:10200,drugBank:DB00550,keggCompound:C07569,keggDrug:D00562,ndc:67253-651-10,pubChemCompound:657298,pubChemSubstance:46505181,pubChemSubstance:9772,url:http://en.wikipedia.org/wiki/Propylthiouracil	CCCc1cc(=O)[nH]c(=S)[nH]1	ATC:H03BA(Thiouracils)
PA451159	protease inhibitors	protease inhibitors			Drug Class			ATC:J05AE(Protease inhibitors)
PA451168	protriptyline	Protryptyline	Amimetilina,Anafranil,Apo-Amitriptyline,Apo-Imipramine,Apo-Trimip,Asendin,Aventyl,Impril,Levate,Norpramin,Novo-Doxepin,Novo-Tripramine,Novopramine,Novotriptyn,Pertofrane,Rhotrimine,Sinequan,Surmontil,Tofranil,Triadapin 5,Triptil,Vivactil		Drug/Small Molecule	TTD:DAP000863,chebi:8597,chemSpider:4805,dpd:322741,drugBank:DB00344,keggCompound:C07408,ndc:0555-0595-02,pubChemCompound:4976,pubChemSubstance:46505128,pubChemSubstance:9612,url:http://en.wikipedia.org/wiki/Protriptyline	CNCCCC1c2ccccc2C=Cc3c1cccc3	ATC:N06AA(Non-selective monoamine reuptake inhibitors)
